-1.996	6373.4
-1.992	10161.1
-1.988	71767.2
-1.984	1522.68
-1.98	26801.8
-1.976	247600
-1.972	33353.8
-1.968	18073.8
-1.964	1.16504e+06
-1.96	46396.6
-1.956	144811
-1.952	134619
-1.948	84188.7
-1.944	1954.54
-1.94	8257.58
-1.936	19917.8
-1.932	9366.56
-1.928	16590.2
-1.924	67473.8
-1.92	26688.8
-1.916	734365
-1.912	190432
-1.908	842345
-1.904	51685.9
-1.9	30574
-1.896	116901
-1.892	1.14022e+06
-1.888	30748.7
-1.884	909.105
-1.88	10342
-1.876	18015.4
-1.872	36175.8
-1.868	557919
-1.864	1.19251e+06
-1.86	14857.1
-1.856	154111
-1.852	2203.14
-1.848	4038.49
-1.844	7292.15
-1.84	74563.6
-1.836	58244.7
-1.832	103843
-1.828	309740
-1.824	183602
-1.82	123327
-1.816	3210.42
-1.812	150695
-1.808	908.036
-1.804	6171.73
-1.8	4107.68
-1.796	5197.31
-1.792	31889.8
-1.788	487136
-1.784	209905
-1.78	16667.5
-1.776	35868.2
-1.772	1344.72
-1.768	1.33968e+06
-1.764	719.607
-1.76	5.34788e+06
-1.756	11214.1
-1.752	12676.1
-1.748	2249.58
-1.744	409203
-1.74	37249.8
-1.736	1.4956e+06
-1.732	260989
-1.728	8599.94
-1.724	358718
-1.72	9404.45
-1.716	70564.6
-1.712	24215.7
-1.708	164250
-1.704	140104
-1.7	22698.6
-1.696	8573.86
-1.692	7600.67
-1.688	16326.5
-1.684	4885.41
-1.68	34822.9
-1.676	27222.4
-1.672	2371.68
-1.668	30016.4
-1.664	8455.97
-1.66	1407.49
-1.656	135203
-1.652	70650.6
-1.648	219596
-1.644	416.68
-1.64	1261.2
-1.636	52122.3
-1.632	8173.49
-1.628	2801.23
-1.624	377107
-1.62	352802
-1.616	2.27882e+06
-1.612	116840
-1.608	44969.5
-1.604	984.757
-1.6	14668.6
-1.596	53117.4
-1.592	16557.2
-1.588	8328.87
-1.584	6426.54
-1.58	41533
-1.576	240664
-1.572	1775.1
-1.568	518604
-1.564	187779
-1.56	3697.6
-1.556	46397.1
-1.552	113478
-1.548	2056.67
-1.544	2847.27
-1.54	2798.59
-1.536	-2.53495e-06
-1.532	-2.472e-06
-1.528	-2.71009e-06
-1.524	63429.1
-1.52	50472.9
-1.516	39763.4
-1.512	16805.7
-1.508	11096.8
-1.504	4.81994e-08
-1.5	-1.13947e-06
-1.496	8.06148e-07
-1.492	-1.16425e-05
-1.488	2.53659e-06
-1.484	2.2139e-06
-1.48	6.34381e-07
-1.476	-9.50032e-06
-1.472	-8.99392e-06
-1.468	-9.75172e-06
-1.464	1.08859e-05
-1.46	1.17816e-05
-1.456	-8.9498e-06
-1.452	3.5074e-06
