0.54	-2
0.847634	-1.87566
0.799484	-1.46682
0.802823	-0.990795
0.998736	-0.518082
0.196109	-0.514112
0.201309	-0.985721
0.15196	-1.4625
0.451602	-1.8706
0.0365082	-2.02032
0.912489	-2.13401
0.21548	-1.87273
0.903085	-2.36101
0.619373	-2.07502
0.741595	-1.73418
0.680174	-1.23488
0.76811	-0.782232
0.0346808	-0.285466
0.272507	-0.393559
0.315702	-0.888568
0.248682	-1.34657
0.51175	-1.84655
0.723289	-1.80967
0.655821	-1.31669
0.693658	-0.901711
0.919224	-0.432714
0.204265	-0.189704
0.340242	-0.669202
0.310349	-1.09096
0.29662	-1.55544
0.913276	-2.03414
0.0811591	-1.77498
0.66318	-2.01904
0.66929	-1.59161
0.622663	-1.15453
0.70037	-0.806208
0.955972	-0.330322
0.240373	-0.19376
0.36641	-0.692845
0.344425	-1.06496
0.300046	-1.47951
0.747726	-1.95499
0.696402	-1.45504
0.702559	-0.983129
0.903188	-0.505179
0.18324	-0.219447
0.316327	-0.676101
0.274843	-1.13331
0.304083	-1.62723
0.0820009	-2.09864
0.701129	-2.345
0.997308	-1.86839
0.28043	-1.85993
0.924231	-2.35082
0.765226	-2.12168
0.792191	-1.62396
0.748684	-1.14143
0.896189	-0.641445
0.149786	-0.337952
0.254896	-0.742064
0.192581	-1.24183
0.290155	-1.70964
0.348345	-2.19381
0.301324	-2.60135
0.365614	-3.07558
0.656082	-3.44936
0.257175	-3.03391
0.0184008	-3.53341
0.858618	-3.59109
0.480898	-3.20308
0.911754	-3.26294
0.148615	-2.9997
0.65565	-3.40164
0.760438	-2.98695
0.0588556	-2.48802
0.454583	-2.66874
0.915827	-2.80949
0.600854	-2.55721
0.890374	-2.26115
0.315723	-1.94335
0.183922	-2.40132
0.0669403	-2.85884
0.988974	-3.06299
0.530181	-3.02838
0.108388	-2.93413
0.34532	-3.24892
0.591086	-3.6619
0.930198	-3.39111
0.238729	-3.17878
0.807092	-3.67753
0.51181	-3.20936
0.737814	-3.17229
0.168141	-2.67375
0.620696	-3.10906
0.725175	-2.7652
0.051944	-2.27127
0.0636537	-2.43157
0.175426	-2.62626
0.203206	-3.07237
0.285739	-3.55091
0.651589	-4.03836
0.271577	-3.63093
0.209497	-4.12635
0.79226	-4.61024
0.773142	-4.12776
0.435166	-3.63304
0.422462	-3.83114
0.554261	-4.06521
0.17758	-3.89802
0.395292	-4.34715
0.845489	-4.65288
0.38489	-4.2402
0.301625	-4.57112
0.650919	-5.04504
0.480463	-4.63884
0.0619677	-4.70007
0.926434	-4.88986
0.0024483	-4.66689
0.424466	-4.67458
0.978891	-4.90307
0.137768	-4.83695
0.943596	-5.2177
0.243759	-5.04419
0.983163	-5.5438
0.710622	-5.49101
0.859006	-5.00623
0.820581	-4.61899
0.0195212	-4.16736
0.175149	-4.22853
0.582115	-4.67425
0.763865	-4.42757
0.188667	-3.92947
0.0674735	-4.3928
0.144623	-4.59848
0.545461	-4.99283
0.461661	-4.85195
0.670769	-4.97123
0.963176	-4.53192
0.755147	-4.41726
0.872998	-3.91752
0.116112	-3.55955
0.608794	-3.89282
0.180809	-3.57703
0.326354	-4.03052
0.302593	-4.47408
0.195759	-4.94703
0.590225	-5.41827
0.149388	-5.14976
0.610622	-5.55314
0.392079	-5.23292
0.345351	-5.54657
0.0912997	-5.95949
0.956374	-6.23084
0.31143	-6.0955
0.597167	-6.55871
0.0802944	-6.27207
0.586726	-6.51376
0.0996526	-6.25458
0.944298	-6.54759
0.51135	-6.37615
0.872764	-6.34052
0.809088	-5.98204
0.428653	-5.5161
0.539475	-5.73281
0.485777	-5.61007
0.0481947	-5.65469
0.354679	-5.8038
0.770229	-6.19949
0.393063	-5.70352
0.554842	-6.01476
0.645927	-5.84586
0.266737	-5.449
0.737336	-5.94624
0.271918	-5.44782
0.440444	-5.94309
0.964536	-6.12586
0.185838	-6.01536
0.842804	-6.47528
0.340013	-6.0579
0.592519	-6.48004
0.66292	-6.20548
0.731781	-5.77847
0.703063	-5.28174
0.190841	-4.80333
0.332693	-5.26919
0.92835	-5.7032
0.254229	-5.48563
0.52498	-5.98546
0.297893	-5.9073
0.900977	-6.38483
0.0417528	-6.09343
0.0498235	-6.2231
0.727756	-6.37708
0.134539	-5.88196
0.812164	-6.25605
0.223749	-5.79371
0.393966	-6.28692
0.558025	-6.59594
0.117436	-6.41766
0.964761	-6.75402
0.583337	-6.64421
0.309544	-6.3942
0.540137	-6.85962
0.674542	-6.73486
0.196593	-6.29001
0.198393	-6.76212
0.502901	-7.23606
0.208558	-7.22695
0.594369	-7.71009
0.550684	-7.4307
0.603819	-7.27415
0.811427	-6.97063
0.512255	-6.50741
0.38026	-6.46895
0.383247	-6.81063
0.0538337	-7.1454
0.79908	-7.31131
0.36309	-6.8349
0.789497	-7.2139
0.129745	-6.72922
0.0635931	-7.09315
0.538049	-7.28766
0.265225	-7.16926
0.522743	-7.66698
0.0457465	-7.59577
0.318241	-7.73751
0.929502	-8.19225
0.620633	-7.97795
0.0498412	-7.63423
0.387195	-7.78826
0.106129	-8.11372
0.614437	-8.42296
0.341053	-8.09364
0.746312	-8.51402
0.0788085	-8.01415
0.151074	-8.25174
0.334113	-8.65823
0.222205	-9.09001
0.720803	-9.5824
0.885675	-9.09079
0.141324	-8.76173
0.278653	-9.14963
0.510047	-9.64155
0.492694	-9.61
0.0987946	-9.63295
0.861111	-9.92377
0.213805	-9.54074
0.712866	-10.0279
0.340796	-9.54142
0.932969	-9.96224
0.151998	-9.75782
0.726057	-10.166
0.718573	-9.67163
0.336011	-9.18135
0.357403	-9.6101
0.893813	-10.0005
0.210159	-9.69111
0.518833	-10.1755
0.738183	-10.1165
0.0149654	-9.61788
0.10711	-9.66482
0.356742	-9.97648
0.237322	-10.3682
0.172734	-10.8666
0.446541	-11.3088
0.080359	-11.4736
0.335882	-11.7155
0.00420826	-12.1444
0.921369	-12.1577
0.628727	-11.9206
0.903926	-11.5588
0.128596	-11.275
0.77145	-11.6365
0.686094	-11.141
0.747189	-10.6808
0.701413	-10.1808
0.53877	-9.70396
0.434057	-9.58336
0.447969	-9.78465
0.126448	-9.94522
0.496529	-10.302
0.503502	-10.3129
0.823984	-10.3019
0.201463	-9.85493
0.066907	-10.3319
0.413076	-10.5359
0.706289	-10.7956
0.483877	-10.3144
0.652121	-10.3649
0.590785	-9.95654
0.952886	-9.68655
0.282061	-9.54069
0.0687466	-10.0306
0.689829	-10.2399
0.53992	-9.77521
0.812011	-9.6511
0.0618969	-9.18858
0.648069	-9.37817
0.491397	-8.97726
0.554665	-9.00427
0.511191	-8.83589
0.164835	-8.80076
0.945149	-9.23087
0.974606	-9.06194
0.601869	-8.9825
0.625685	-8.68388
0.238329	-8.32881
0.470415	-8.82746
0.00812735	-8.91987
0.0858778	-8.9454
0.34596	-9.20229
0.0518082	-9.61412
0.38201	-9.77402
0.24382	-10.1117
0.689564	-10.6113
0.831676	-10.1469
0.838707	-9.71132
0.564044	-9.28699
0.863763	-9.09118
0.0484553	-8.71356
0.967032	-8.86345
0.870374	-8.76062
0.131142	-8.39694
0.0605129	-8.76387
0.493664	-8.94943
0.64705	-8.96933
0.497749	-8.57034
0.436644	-8.57741
0.69348	-8.77123
0.209303	-8.30243
0.208134	-8.78617
0.166642	-9.26897
0.137055	-9.70195
0.224948	-10.0812
0.319649	-10.5751
0.380261	-11.0279
0.618793	-11.3696
0.0597152	-11.0301
0.788725	-11.2133
0.278789	-10.7281
0.396622	-11.2199
